frame_num,uav_lat,uav_lon,error,true_distance,u,v,phi,true_posex,true_posey
431,32.321786810000006,119.8538555,9.313225746154785e-10,0.0,0.0,0.0,-40.215908,0.0,0.0
432,32.322323034285795,119.85302989618306,2.245653200916994,95.94180734969584,-196.3614044189453,-823.8531494140625,-39.471063,-77.11196914152242,57.08392604440451
433,32.32291311540957,119.85212135088639,14.613836248780514,191.1098504860345,-377.97462463378906,-1736.4922485351562,-40.536764,-154.19860926666297,112.89713837392628
434,32.32340167400831,119.85136910336499,9.655788759730084,285.4153386105387,-646.0304412841797,-2471.5277709960938,-42.072291,-230.19200711895246,168.74108975799754
435,32.32391662634237,119.850576200963,9.138572754643393,380.50758619197944,-617.168399810791,-3300.766845703125,-42.461902,-306.2277776822448,225.85519990790635
436,32.32443196000801,119.84978269527231,7.2236912670105795,475.8298912614047,-809.458927154541,-4091.92724609375,-40.611249,-385.40067699283827,279.070606820751
437,32.32497281225001,119.8489498789742,11.717816066141951,570.1391827501886,-883.200023651123,-4944.681884765625,-37.815214,-461.400883205235,334.9147842130624
438,32.32547996227109,119.84816894195562,9.187974195400777,665.300428211831,-1214.5702934265137,-5698.423156738281,-38.485575,-538.47377525107,390.7309216656722
439,32.32601442312655,119.84734593332198,11.62722335316839,760.4612971824312,-1440.8441734313965,-6514.273864746094,-39.746082,-615.5457980325446,446.54759548883885
440,32.32631315799231,119.84651569939801,22.768489750444243,856.016883469145,2179511418094.0156,-381360719047.29004,-39.190313,-692.6432958089281,503.0011625783518
441,32.32686039071211,119.84567298958999,22.957028103201935,951.1769348471157,2179511418050.336,-381360719915.5488,-38.181907,-769.7135754332412,558.8189091100357
442,32.327452340975114,119.84476139663124,28.889728873429178,1045.4847949222958,2179511417903.4766,-381360720837.3379,-38.15326,-845.7094697095454,614.6657215571031
443,32.32797809547642,119.84395172602684,29.275248828173485,1140.2569177824005,2179511417637.7656,-381360721632.38477,-39.224691,-922.7611328889616,669.849035365507
444,32.32853352778895,119.84309633291181,32.42318660809458,1235.8889468823681,2179511417641.3125,-381360722522.05664,-39.127288,-1000.8948557088152,725.0041219480336
445,32.32900720796803,119.84236682732934,26.53324863004725,1330.6693059867155,2179511417387.0781,-381360723235.77344,-37.500088,-1077.9542379848426,780.1893761809915
446,32.32960769285865,119.84144201264927,38.08345041076667,1425.7481219090835,2179511417193.1328,-381360724163.01953,-39.316364,-1153.9804357166868,837.309298354201
447,32.33011900045483,119.84065452371122,35.626864525135126,1521.379128331603,2179511417149.375,-381360724973.8086,-37.74646,-1232.1115443494637,892.466018626932
448,32.33069221847808,119.83977166482072,44.69608062020248,1615.2974273540922,2179511416831.2344,-381360725835.6953,-37.975643,-1308.0854086983018,947.6805064827204
449,32.33112276459301,119.8391085332468,33.123785018447705,1711.5297674866085,2179511416737.9844,-381360726508.5625,-39.047074,-1384.1501524979249,1006.7087465263903
450,32.33164281523655,119.8383354035678,31.401864008786397,1805.4473919208274,2015443337526.2344,-352652862379.6992,-42.22126,-1460.1222952083917,1061.9242760334164
451,32.33213137156578,119.83758289540648,27.775219513948976,1900.2236313348733,2015443069000.6562,-352652816176.4043,-39.264798,-1537.1764643520582,1117.1116177560762
452,32.33269415145443,119.83671604478238,31.536851194666298,1996.625716547822,2015443191813.6406,-352652838566.5215,-39.91224,-1615.3369114741217,1173.5420377682894
453,32.33321388640764,119.83591547941768,32.61870492052614,2091.3099470279417,2015442655765.8594,-352652745603.3672,-39.717434,-1691.3307749817614,1230.0315053435043
454,32.333635617781134,119.8352658601124,21.60278956833284,2185.00278664218,2015442548532.25,-352652727515.2344,-38.55433,-1769.371610006201,1282.0145410010591
455,32.33416465404715,119.83445093710667,24.036690690846587,2280.465420291129,2015442506257.5,-352652720965.0781,-38.760595,-1845.4068078870187,1339.7746999207884
456,32.334745484681626,119.83355621071391,28.92781331903128,2376.014137373308,2015443095036.4531,-352652824916.66797,-36.846916,-1922.4903124244884,1396.2357177897356
457,32.33526965147641,119.8327487532657,28.958476341263964,2470.394118327716,2015442785908.3906,-352652771665.9883,-40.662815,-1999.5130593082868,1450.7910344097763
