frame_num,uav_lat,uav_lon,error,true_distance,u,v,phi,true_posex,true_posey
265,32.33875209,119.83616260000001,0.0,0.0,0.0,0.0,-41.356094,0.0,0.0
266,32.339202294796564,119.83546908719829,14.493679784959825,96.26146072876432,-48.70112991333008,-712.15576171875,-39.717434,-80.22623733221553,53.19792914343998
267,32.33969616268108,119.83470829990887,18.628436975673967,190.88479989244163,-210.85036087036133,-1474.3621215820312,-39.379389,-156.2234348662896,109.68703309213743
268,32.34026242604417,119.83383597149127,9.598854978932671,285.46135646854555,-251.74252700805664,-2373.68359375,-40.341958,-231.17064641264733,167.476321532391
269,32.34086000923733,119.83291537372784,5.0812516492137325,380.31847612543856,-600.7542457580566,-3269.2381591796875,-41.94624,-309.2549411477521,221.36739745968953
270,32.34134412829106,119.83216955549439,2.929286626532345,476.24400710903603,-561.7274780273438,-4051.0614013671875,-42.060832,-386.34912551240996,278.4649125528522
271,32.34182302676154,119.8314317658877,9.624092462845322,570.539781838862,-618.601318359375,-4807.75341796875,-40.616978,-462.3260383377783,334.3206199677661
272,32.342368025810885,119.83059212493532,5.830014919410701,666.1643270136486,-911.4163208007812,-5628.986145019531,-39.975265,-540.4413687014021,389.4843226391822
273,32.342936589431055,119.82971616046727,3.481583249435595,760.8382522587765,-1049.9599914550781,-6514.94482421875,-40.702922,-616.4239788156701,445.97794165322557
274,32.34340429154141,119.82899557475992,6.377086008028493,855.4438799188217,-1167.078842163086,-7243.192077636719,-40.59406,-691.3753891848028,503.7700893464498
275,32.34398576478009,119.8280996840172,5.223244145841917,950.7559463153893,-1638.2566375732422,-8091.631286621094,-41.26442,-770.5110307219438,557.0005574412644
276,32.34453426116254,119.82725458269442,10.250837038320737,1045.9109462144238,-1692.619987487793,-8960.218383789062,-42.335851,-847.5663620980922,612.8302940055728
277,32.34511316347406,119.82636261325943,20.844802671176613,1141.147871260711,-1827.3348007202148,-9863.432373046875,-41.121181,-925.6605520673329,667.3612263454124
278,32.345562449748805,119.82567034142133,7.7712792533839785,1236.204833377482,-1866.6275444030762,-10575.842163085938,-40.548223,-1001.6555858427892,724.4918753276579
279,32.34607788116386,119.82487613630997,7.622330772347264,1330.5876130234412,-2107.9342002868652,-11358.806396484375,-40.084127,-1078.6747819464654,779.0533426692709
280,32.3465992724254,119.82407273147679,10.15242206060309,1425.6192786057297,-2637.9555625915527,-12100.801574707031,-39.345012,-1158.8384947292507,830.3515343912877
281,32.347128327326644,119.82325750091864,8.756319960431082,1521.272394521495,-2446.2185020446777,-12981.363586425781,-40.846161,-1232.7849890592042,891.3533918056637
282,32.347657312016274,119.82244236150497,10.399503871909975,1616.3297913093759,-2448.0877702236176,-13827.944519042969,-39.568465,-1308.7765361925121,948.486147809308
283,32.34818430454778,119.82163027495938,12.21408769547569,1710.7094383501803,-2781.356202840805,-14613.35693359375,-40.021102,-1385.7922620989848,1003.0486472584307
284,32.34872009530784,119.8208399011141,12.860586708081698,1805.467753614052,-207633107500.34375,36330653848.609375,-40.582601,-1462.8144768950297,1058.2474264209159
285,32.349246720751864,119.82002834670436,14.318249063006089,1900.0662211497386,-207633107582.98438,36330653019.916016,-40.86335,-1537.7563338378677,1116.0452958978713
286,32.34972438332281,119.81929223175649,5.656851804099511,1996.1497672080636,-207633107581.54688,36330652254.896484,-38.794972,-1616.9160062279552,1170.5539380689152
287,32.35025336909269,119.81847700757166,8.085448939152352,2090.528314234597,-207633108004.48438,36330651481.953125,-39.493981,-1693.9282982803416,1225.1185872810893
